molecule_chembl_id,Smiles,pIC50,bioactivity_class
CHEMBL592048,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNC(N)=O)c2cccc(Cl)c2)C1,6.699,1
CHEMBL592047,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNC(=O)NC)c2cccc(Cl)c2)C1,7.337,1
CHEMBL591813,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNS(N)(=O)=O)c2cccc(Cl)c2)C1,6.527,1
CHEMBL591579,CCOC(=O)NCCC[C@@](O)(c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)N[C@H](CNC)CC2CCCCC2)C1,6.77,1
CHEMBL592762,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(F)c2)C1,9.229,1
CHEMBL1795907,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2cc(=O)n(C)c3cc(Cl)ccc23)C2CC2)cc(OCCOC)c1,8.699,1
CHEMBL353061,COC(=O)C(O)[C@H](CC1CCCCC1)NC(=O)C(Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)N1Cc2ccccc2C1=O,6.73,1
CHEMBL496430,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(Cl)c2)C1,9.328,1
CHEMBL2024249,COCCCC[C@@](O)(c1cccc(Cl)c1F)[C@@H]1CCCN(C(=O)NC[C@@H](N)CC2CCCCC2)C1,7.161,1
CHEMBL537211,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)N[C@@H](C)CC(N)=O)C(C)C)C(C)C)ccc1OC.Cl,8.699,1
CHEMBL536760,CC[C@H](NC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C)C(N)=O.Cl,9.222,1
CHEMBL3318945,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OC)c(C(C)C)cn2)C2CC2)[C@@H]1O.Cl,9.097,1
CHEMBL318672,CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CCc1ccccn1,9.367,1
CHEMBL298867,CC(C)CCC(O)CC[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,5.42,0
CHEMBL3143477,CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)CCCCCCC(=O)N(C)CCS(=O)(=O)[O-])C(C)C)C(=O)NCc1ccccn1.[Na+],9.18,1
CHEMBL1790497,CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C)C(C)C)C(=O)NCc1ccccn1,18.585,1
CHEMBL496430,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(Cl)c2)C1,7.886,1
CHEMBL2322207,COCCCCC1(CNC(=O)[C@@H]2CNC[C@H](NS(=O)(=O)c3ccc(C)cc3)C2)c2ccccc2Oc2ccccc21,8.398,1
CHEMBL1910306,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)ccc(Cn3ccnc3)c21,9.523,1
CHEMBL1824955,COC(=O)CC1CN(C(=O)c2c(Oc3c(C)cccc3C)n(-c3ccccc3)c3cccnc23)CCN1,7.244,1
CHEMBL1910318,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ccc(OC(F)F)cc2)c2cccc(F)c12)C1CC1,9.18,1
CHEMBL1910295,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cccc(Cl)c1Cl)C1CC1,6.839,1
CHEMBL4128795,COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(C)(C)O)C2)nc2ccccc21,8.824,1
CHEMBL4130109,COCCCCc1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)ncn1-c1ccccc1,8.921,1
CHEMBL3144414,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,7.119,1
CHEMBL2017110,CO[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1noc(-c2ccccc2CCNC(C)=O)c1Br,8.921,1
CHEMBL26510,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCN1C(=O)CSc2ccncc21)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)NCCCn1ccnc1,8.398,1
CHEMBL496416,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCO)c2cccc(Cl)c2)C1,6.502,1
CHEMBL591104,CCNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(F)c2)C1,8.678,1
CHEMBL315673,CC(C)CCNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)N1C(=O)CN[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C1=O,6.125,1
CHEMBL1795909,COCCCc1cc(Cl)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1,8.886,1
CHEMBL1761674,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC2(Cc3nn[nH]n3)CC2)c1,10.523,1
CHEMBL1761520,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCN(C)C)c1,8.347,1
CHEMBL2017112,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(OCC(O)CO)c2ccc(F)c(F)c2)c1Br,8.854,1
CHEMBL2023124,CNC[C@H](CC1CCOCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1,8.208,1
CHEMBL196654,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@H]2COCc2cccnc2)cc1,5.0,0
CHEMBL194652,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2cc(Cl)cc(Cl)c2)cc1,6.745,1
CHEMBL1824903,Cc1c(F)cccc1Cc1c(C(=O)N2CCN[C@@H](CO)C2)c2cnc(O)cc2n1C1CCCCC1,5.959,0
CHEMBL4114418,COC(=O)NCCCc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc(OC)n1,9.301,1
CHEMBL1957677,CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2cccnc2)c(Cl)c1,8.444,1
CHEMBL1957795,CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c(C)c1,8.305,1
CHEMBL4108140,COCCCOc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)ccc1OC(C)C,8.06,1
CHEMBL3900070,COCCCCn1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2nccc(C)c21,7.337,1
CHEMBL2387548,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)Nc1cccnc1.O=C(O)/C=C/C(=O)O,8.678,1
CHEMBL2387570,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NC12CC3CC(CC(O)(C3)C1)C2.O=C(O)/C=C/C(=O)O,8.699,1
CHEMBL3633127,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cn2cc(C3CC3)nn2)C(C)C)C(C)C)ccc1OC.Cl,8.796,1
CHEMBL296588,CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C,4.658,0
CHEMBL239527,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)[C@H](C)O2,5.983,0
CHEMBL496821,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2ccccc2Cl)C1,6.821,1
CHEMBL1093935,COCCCc1cc(CN(C(=O)C(CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c(Cl)cn1,9.721,1
CHEMBL560486,COCCCOc1cc(CN(C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,8.155,1
CHEMBL497420,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cc(F)cc(Cl)c2)C1,9.046,1
CHEMBL1795913,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cc(CCCC#N)cc(Cl)c2Cl)C2CC2)cc1=O,8.31,1
CHEMBL608264,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNC(=O)C2CC2)c2cccc(Cl)c2)C1,7.102,1
CHEMBL52833,CCCCNC(=O)[C@@H](CC(O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)C[S+]([O-])C(C)(C)C)C(C)C,8.699,1
CHEMBL54322,CC[C@H](C)[C@H](NC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)C(C)(C)C)C(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(N)=O,7.699,1
CHEMBL496821,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2ccccc2Cl)C1,8.155,1
CHEMBL301754,CC[C@@H]1[C@@H](C(=O)N[C@@H](Cc2cscn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CC(C)C)[C@@H]1C(=O)N1CCOCC1,6.638,1
CHEMBL167744,COC(=O)C(O)[C@H](CC1CCCCC1)NC(=O)C(CC(C)C)NC(=O)[C@H](Cc1ccccc1)N1C(=O)c2cccc3cccc(c23)C1=O,6.408,1
CHEMBL2017099,O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1onc(-c2c(Cl)cccc2Cl)c1Br,6.883,1
CHEMBL2017101,CC(=O)NCCc1ccccc1-c1noc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1Br,8.796,1
CHEMBL592765,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cc(F)cc(Cl)c2)C1,8.824,1
CHEMBL2048707,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2cc(F)ccc2Cl)CC1(C)C)C(=O)NC1CCCCC1.O=C(O)/C=C/C(=O)O,8.721,1
CHEMBL1910313,Cc1noc(C)c1Cn1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)cccc21,6.721,1
CHEMBL1761518,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC2(CC#N)CC2)c1,10.553,1
CHEMBL1761524,CCOC(=O)[C@H]1C[C@@H]1COc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,10.194,1
CHEMBL1957676,CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2ccc(F)c(F)c2)c(Cl)c1,8.125,1
CHEMBL370778,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccccc2OC)cc1,6.046,1
CHEMBL365330,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccc(Cl)c(C(F)(F)F)c2)cc1,6.921,1
CHEMBL608264,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNC(=O)C2CC2)c2cccc(Cl)c2)C1,7.77,1
CHEMBL591342,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(C)c2)C1,8.398,1
CHEMBL1923131,COCCCc1cc(CCCN2CCS(=O)(=O)CC2)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1,9.301,1
CHEMBL1790064,CC[C@@H](C)[C@H](NC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)[C@@H](CC(=O)O)NC(=O)COc1ccccc1)C(C)C)C(=O)N(C)c1ccccn1,8.721,1
CHEMBL352572,CC(C)CC(NC(=O)[C@H](Cc1ccccc1)N1CC2CCCN2C1=O)C(=O)N[C@@H](CC1CCCCC1)C(O)C(=O)OC(C)C,6.851,1
CHEMBL1923119,COCCCc1cc(C)c(C)c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1,9.745,1
CHEMBL1923128,CCN(CC)CCCc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1Cl,9.523,1
CHEMBL1910292,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)cc(OCCOC)c1,7.377,1
CHEMBL1910286,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccccc2)C2CC2)cc(OCCOC)c1,6.004,1
CHEMBL1923112,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1ccccc1Cl)C1CC1,7.347,1
CHEMBL1923114,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1ccc(Cl)cc1Cl)C1CC1,7.409,1
CHEMBL1923122,COCCCc1cccc2cccc(CN(C(=O)[C@H]3CNCC[C@@]34OCc3cc(F)c(F)cc34)C3CC3)c12,9.301,1
CHEMBL1276278,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COC2=CC3C(C=C2)CCCN3CCNC(C)=O)cc1,9.538,1
CHEMBL307442,CCCCN(C)C(=O)C(CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cccnc1)c1nnc2c(CCC)nc(-c3cccnc3)cn12)C(C)C,7.387,1
CHEMBL265486,CCCc1nc(-c2cccnc2)cn2c(C(Cc3cccnc3)C(=O)NC(CC3CCCCC3)C(O)CC(C(=O)NCCCCO)C(C)C)nnc12,9.523,1
CHEMBL94923,NC1CCN(C(=O)C[C@@H](Cc2cccc3ccccc23)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CCc2ccccn2)CC1,9.102,1
CHEMBL1795908,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)cc1=O,7.699,1
CHEMBL299325,CC(C)CSCC[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,5.387,0
CHEMBL3984456,COCCCn1nc(C)c2c(Cl)cc([C@H](C)N(C(=O)[C@H]3CNCCN3)C3CC3)cc21,7.208,1
CHEMBL3919906,Cc1ccc(C(=O)N2CCCCCC2)c(NCc2ccco2)n1,4.42,0
CHEMBL1824956,CNC(=O)CC1CN(C(=O)c2c(Oc3c(C)cccc3C)n(-c3ccccc3)c3cccnc23)CCN1,7.155,1
CHEMBL2048572,COc1cccc(N2CC(C)(C)N(C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)CC2=O)c1.O=C(O)/C=C/C(=O)O,8.377,1
CHEMBL1269209,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2ccc(OCCOc3ccccc3)cc2n1-c1ccccc1,7.62,1
CHEMBL1824940,Cc1ccccc1Cc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,6.921,1
CHEMBL2017102,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1Br,9.569,1
CHEMBL1093936,COCCCc1cc(CN(C(=O)C(CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c(Cl)c[n+]1[O-],9.523,1
CHEMBL1091040,CNCC(Cc1ccc(CCCOc2c(F)ccc(F)c2Cl)cc1)C(=O)N(Cc1cccc(Cl)c1Cl)C1CC1,6.456,1
CHEMBL3142178,CC[C@H](C)[C@H](NC(=O)C(F)(F)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC1N=CC=N1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1,9.244,1
CHEMBL443718,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4c(Cl)cc(F)cc4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,9.456,1
CHEMBL503129,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4c(Cl)cc(F)cc4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,9.0,1
CHEMBL391463,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)[C@](C)(c1ccccc1)O2,9.097,1
CHEMBL1270276,O=C(c1c(Oc2cccc(F)c2)n(-c2ccccc2)c2ccccc12)N1CCNCC1,7.201,1
CHEMBL3400454,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)NCc2ccccc2)C(C)C)ccc1OC,7.155,1
CHEMBL3400453,CC[C@H](OC(=O)N[C@@H]1CNC[C@H]1CN(C(=O)c1ccc(OC)c(OCCCOC)c1)C(C)C)c1ccccc1,7.222,1
CHEMBL3633307,CCN(CC)Cc1cn(CC(C)(C)CNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc2ccc(OC)c(OCCCOC)c2)C(C)C)C(C)C)nn1.Cl,8.678,1
CHEMBL354179,CC(C)CC(NC(=O)[C@H](Cc1ccccc1)N1Cc2nccn2C1=O)C(=O)N[C@@H](CC1CCCCC1)C(O)C(=O)OC(C)C,7.0,1
CHEMBL1088290,O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)CCNC1)N(Cc1cccc(Cl)c1Cl)C1CC1,8.921,1
CHEMBL1076442,O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)C[C@H]2CNC[C@H]1N2)N(Cc1cccc(Cl)c1Cl)C1CC1,9.398,1
CHEMBL1271285,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2ccccc2n1C1CCOCC1,6.124,1
CHEMBL2017108,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1C(C)O,8.367,1
CHEMBL1269963,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2cc(C(N)=O)ccc2n1-c1ccccc1,8.222,1
CHEMBL1270277,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2ccc(O)cc2n1-c1ccccc1,8.398,1
CHEMBL1256493,CC(=O)NCCCc1ccccc1-c1ccc(C(CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)c(C)c1,9.013,1
CHEMBL1222884,COCCCc1ccc(Cl)c(CN(C(=O)[C@@H](CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,10.046,1
CHEMBL1257460,Cc1cc(Cl)c(OCCOc2ccc(CC(CN)c3ccc(-c4ccccc4Cl)cc3Cl)cc2)c(Cl)c1,6.117,1
CHEMBL1256488,COCCCOc1ccccc1-c1ccc(C(CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)c(C)c1,5.936,0
CHEMBL557357,CNC(=O)[C@H](C)CNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C.Cl,8.523,1
CHEMBL536529,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NC[C@@H]2CCC(=O)N2)C(C)C)C(C)C)ccc1OC.Cl,9.046,1
CHEMBL1269856,COc1ccc2c(c1)c(C(=O)N1CCNCC1)c(Oc1cc(F)ccc1C)n2-c1ccccc1,5.87,0
CHEMBL4215948,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CC[C@@H](N)CO)C2)c1,8.201,1
CHEMBL4217145,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CCCCN)C2)c1,8.699,1
CHEMBL4202424,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CCCN)C2)c1,9.0,1
CHEMBL4209286,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)C3CCCNC3)C2)c1,6.495,1
CHEMBL4214937,CCc1cccc(-c2c(Cl)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)[C@@H]3CC[C@H](N)C3)C2)c1,8.076,1
CHEMBL38846,CC(C)Cc1nc(-c2ccccc2)cn2c(CC(=O)NC(CC3CCCCC3)C(=O)C(F)(F)C(=O)NC(CC(C)C)C(=O)NCc3ccccn3)nnc12,8.721,1
CHEMBL93763,N[C@H]1CC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CCc2ccccn2)CC1,9.328,1
CHEMBL3699637,COCCCn1cc(CN(C(=O)[C@H]2CNCCO2)C2CC2)c2ccccc21,7.886,1
CHEMBL4061317,CCc1nc(N)cc(C)c1-c1cccc2c(C)c(CCCOC)[nH]c12,6.658,1
CHEMBL431540,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1cscn1)NC(=O)[C@@H]1[C@@H](CC(C)C)[C@H]1C(=O)N1CCOCC1,7.387,1
CHEMBL4113611,COCCCCn1nc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2cccnc21,8.481,1
CHEMBL1818053,COCCCC[C@@](O)(c1ccccc1-c1ccc(C)cc1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,7.699,1
CHEMBL1824963,Cc1cccc(C)c1Oc1c(C(=O)N2CCNCC2)c2ncc(OCC(=O)O)cc2n1-c1ccccc1,6.959,1
CHEMBL519217,COCCCC[C@@](O)(c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)N[C@H](CNCC(F)(F)F)CC2CCCCC2)C1,5.854,0
CHEMBL537666,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCC(N)=O)C(C)C)ccc1OC.Cl,7.77,1
CHEMBL3674430,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OCCCOC)c(C(C)C)cn2)C2CC2)[C@@H]1O,9.398,1
CHEMBL3674433,CCOC[C@H](NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)cn2)C2CC2)[C@@H]1O)C(C)C,8.602,1
CHEMBL3318929,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)cc2)C2CC2)C1.Cl,8.398,1
CHEMBL1795911,COCCCc1cc(Cl)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1,8.523,1
CHEMBL3318936,COCCCn1cc(CN(C(=O)[C@H]2CNC[C@@H](C(=O)N[C@@H](CO)CC(C)C)C2)C2CC2)c2ccccc21,8.097,1
CHEMBL584284,COc1ccc(C2(C34CC5CC(CC(C5)C3)C4)N=C(N)N(C)C2=O)cc1C,4.225,0
CHEMBL1910313,Cc1noc(C)c1Cn1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)cccc21,7.854,1
CHEMBL1639,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,9.076,1
CHEMBL1957788,CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)c(C)c1,9.77,1
CHEMBL1957792,COC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)c(Cl)c1,8.215,1
CHEMBL62801,CCC(C)C(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)N(C)C(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1,6.921,1
CHEMBL1910305,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)ccc(CN3CCOCC3)c21,9.398,1
CHEMBL1910303,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)ccc(CCC#N)c21,8.602,1
CHEMBL1957790,CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)c(Cl)c1,8.678,1
CHEMBL2017104,CC(=O)NCCc1cc(F)ccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1Br,9.854,1
CHEMBL537446,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCC#N)C(C)C)ccc1OC.Cl,9.0,1
CHEMBL559358,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.Cl,9.222,1
CHEMBL557369,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(C(C)(C)C)c(OCS(C)(=O)=O)c1)C(C)C.Cl,6.796,1
CHEMBL537446,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCC#N)C(C)C)ccc1OC.Cl,8.523,1
CHEMBL3633121,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCCc2ccc3c(c2)OCO3)C(C)C)C(C)C)ccc1OC.Cl,7.959,1
