molecule_chembl_id,Smiles,pIC50,bioactivity_class
CHEMBL3143427,CCCCOP(=O)(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)OCCCC,6.398,1
CHEMBL584926,COc1ccc(C2(c3ccc(F)c(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc1C,4.635,0
CHEMBL382030,COCCCN1C(=O)COc2ccc(OC[C@H]3CNCC(=O)N3c3ccc(OCCCOCc4ccccc4OC)cc3)cc21,9.167,1
CHEMBL564448,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(OC)c(CCNC(=O)OC)c1)C(C)C,7.0,1
CHEMBL205345,COCCCN1C(=O)COc2ccc(SC[C@H]3CNCC(=O)N3c3ccc(OCCCOCc4ccccc4OC)cc3)cc21,9.745,1
CHEMBL2028948,CC[C@H](C)[C@H](NC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CCCCCCC(=O)N(C)CCS(=O)(=O)[O-])C(C)C)C(=O)NCc1ccccn1.[Na+],8.745,1
CHEMBL1796063,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)cc(Br)c1C,9.0,1
CHEMBL1783188,CCCCNC(=O)C(C)CC(O)C(N)CC(C)COC(=O)c1cn(Cc2ccccc2)c2ccccc12,8.523,1
CHEMBL496042,CCNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(Cl)c2)C1,8.222,1
CHEMBL3401543,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2N(C)S(=O)(=O)Cc2ccccc2)C(C)C)ccc1OC,7.222,1
CHEMBL3318947,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)cn2)C2CC2)[C@@H]1O.Cl,9.699,1
CHEMBL26076,CC[C@@H](C)CNC(=O)[C@@H](NC(O)[C@@H](CC(=O)[C@H](CC(=O)O)NC(=O)COc1ccccc1)CC1CCCCC1)C(C)C,8.284,1
CHEMBL590868,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(F)c2F)C1,8.77,1
CHEMBL1796069,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c2c(F)cccc21,9.495,1
CHEMBL1796069,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c2c(F)cccc21,9.06,1
CHEMBL567893,COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](OC(=O)[C@@H](OC(=O)[C@H](C(C)C)N(C)C)C(C)C)C(C)C)[C@@H](C)O,4.301,0
CHEMBL1076463,COc1cccc(CN(C(=O)C2=C(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)CCNC2)C2CC2)c1C,8.699,1
CHEMBL1783181,Cc1cc(Cl)c(OCCOc2ccc(C3=C(C(=O)N(Cc4cccc(C)c4C)C4CC4)C4CNCC(C3)N4)cc2)c(Cl)c1,9.796,1
CHEMBL1761519,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCOC)c1,10.699,1
CHEMBL1824627,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2cc(O)cnc2n1-c1ccccc1,8.222,1
CHEMBL1824626,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2cc(O)cnc2n1-c1ccccc1,8.222,1
CHEMBL3142172,CC[C@H](C)[C@H](NC(=O)C(F)(F)[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CC1N=CC=N1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1,7.921,1
CHEMBL1761531,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC(C)(C)C(=O)O)c1,7.529,1
CHEMBL77107,CCCc1nc(-c2cccnc2)cn2c(C(Cc3cccnc3)C(=O)NC(CC3CCCCC3)C(O)CC(C(=O)NCc3ccccn3)C(C)C)nnc12,9.222,1
CHEMBL1076454,COc1cccc(CN(C(=O)C2=C(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)C[C@H]3CCC[C@H]2N3)C2CC2)c1C,6.996,1
CHEMBL297929,CCOC(=O)N[C@@H](Cc1ccc(I)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CC(C)C,6.523,1
CHEMBL54655,CC[C@H](C)[C@H](NC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)C(C)(OC(=O)C(C)(C)C)c1ccccc1)C(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(N)=O,7.699,1
CHEMBL1276678,CN[C@H](CNC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1)C[C@H]1CCCOC1,9.328,1
CHEMBL433155,CCC(C)CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)N1C(=O)[C@H](Cc2ccccc2)NC(=O)CCC(C)(C)C1=O,5.854,0
CHEMBL1818049,COCCCC[C@@](O)(c1cccc(F)c1Oc1ccccc1C)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,8.921,1
CHEMBL240355,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(C)O2,7.699,1
CHEMBL2204018,CC(C)C[C@@H](NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1)C(O)C(C)C.O=C(O)/C=C/C(=O)O,8.638,1
CHEMBL1795913,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cc(CCCC#N)cc(Cl)c2Cl)C2CC2)cc1=O,8.0,1
CHEMBL2387558,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)Nc1ccc(F)cn1.O=C(O)/C=C/C(=O)O,9.0,1
CHEMBL446741,COc1cccc(CN(C(=O)C2=C(c3ccc(CCN(C)Cc4c(Cl)ccc(Cl)c4Cl)cc3)CC3CNCC2N3)C2CC2)c1C,8.638,1
CHEMBL507083,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(Cc3ccc(Cl)cc3)C3CC3)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,8.284,1
CHEMBL447651,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(C)CCc3ccccc3)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,8.081,1
CHEMBL557193,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C.Cl,9.0,1
CHEMBL536083,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCc2ccncc2)c1)C(C)C.Cl,8.301,1
CHEMBL1923129,COCCCc1cc(CCCCNS(C)(=O)=O)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1,9.398,1
CHEMBL1761530,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC2(CC(=O)O)CC2)c1,10.398,1
CHEMBL53139,CCCCNC(=O)[C@@H](CC(O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)CS(=O)(=O)C(C)(C)C)C(C)C,8.699,1
CHEMBL1824927,O=C(c1c(Oc2cccc(F)c2F)n(-c2ccccc2)c2cccnc12)N1CCNCC1,6.509,1
CHEMBL1824943,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,7.921,1
CHEMBL347421,COC(=O)[C@@H](O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CC(=O)NCCc1ccccc1)Cc1cccc2ccccc12,5.886,0
CHEMBL3318957,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)cn2)C2CC2)[C@@H]1O,9.699,1
CHEMBL3400450,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)OCc2ccccc2)C(C)C)ccc1OC,7.155,1
CHEMBL284321,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CC1CS(=O)(=O)c2ccccc21)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)NCCCCn1ccnc1,7.432,1
CHEMBL159389,COC(=O)C(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CC(=O)N1CCOCC1)Cc1cccc2ccccc12,7.284,1
CHEMBL3318956,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OCC)c(CC)cn2)C2CC2)[C@@H]1O,9.523,1
CHEMBL1270178,Cc1ccccc1Oc1c(C(=O)N2CCNCC2)c2ccccc2n1-c1ccccc1,7.678,1
CHEMBL1270275,Cc1cccc(Oc2c(C(=O)N3CCNCC3)c3ccccc3n2-c2ccccc2)c1,6.112,1
CHEMBL2387453,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NCC(C)(C)CO.O=C(O)/C=C/C(=O)O,8.796,1
CHEMBL562605,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(C)c(OCCCOC)c1)C(C)C,7.886,1
CHEMBL1818054,COCCCC[C@@](O)(c1ccccc1-c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,8.678,1
CHEMBL496826,CCc1cccc([C@](O)(CCCCOC)[C@@H]2CCCN(C(=O)N[C@H](CNC)CC3CCCCC3)C2)c1,6.545,1
CHEMBL306274,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)/C(=C/c1ccccc1)NC(=O)N1CCOCC1,8.276,1
CHEMBL2017097,O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1onc(-c2cccc(Cl)c2Cl)c1Br,9.678,1
CHEMBL269752,CC[C@](C)(N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NC(CC(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,7.886,1
CHEMBL2152353,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NC1C2CC3CC1CC(O)(C3)C2.O.O=C(O)/C=C/C(=O)O,9.046,1
CHEMBL285970,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CC1CS(=O)(=O)c2ccccc21)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)NCCCN(C)C,7.022,1
CHEMBL309345,COc1ccc(C[C@H](NC(=O)N2CCOCC2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CC(C)C)cc1,8.62,1
CHEMBL1639,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,9.222,1
CHEMBL509903,O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)C[C@@H]2CNC[C@H]1N2)N(Cc1cccc(Cl)c1Cl)C1CC1,9.398,1
CHEMBL291787,CCCCNC(=O)[C@@H](CC(O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)CP(=O)(OCC)OCC)C(C)C,8.398,1
CHEMBL2387560,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)Nc1cc(OC)ccn1.O=C(O)/C=C/C(=O)O,8.174,1
CHEMBL2387556,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)Nc1ccc(F)cc1F.O=C(O)/C=C/C(=O)O,8.699,1
CHEMBL2048560,COCCCOc1ccccc1C1CCN(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)CC1.O=C(O)/C=C/C(=O)O,6.432,1
CHEMBL43347,CCCc1nc(-c2cccnc2)cn2c(CC(=O)NC(CC3CCCCC3)C(=O)C(F)(F)C(=O)NCC)nnc12,8.854,1
CHEMBL591578,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1,9.086,1
CHEMBL1923130,COCCCc1cc(CCCNS(C)(=O)=O)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1,10.0,1
CHEMBL1923127,COCCCc1cc(CCCN2CCOCC2)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1,9.398,1
CHEMBL1923132,COCCCc1cc(CCC(=O)N2CCOCC2)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1,9.046,1
CHEMBL1796074,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cn(Cc3cccc(F)c3)c3cccc(F)c23)C2CC2)cc1=O,10.222,1
CHEMBL382977,CC(C)S(=O)(=O)CC[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,7.569,1
CHEMBL2204732,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1.O=C(O)/C=C/C(=O)O,8.886,1
CHEMBL297628,CC(C)S(=O)(=O)CC[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CC(C)(C)C,7.721,1
CHEMBL3633103,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cc2ccccc2)C(C)C)C(C)C)ccc1OC.Cl,7.469,1
CHEMBL3633107,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cc2cc(F)ccc2F)C(C)C)C(C)C)ccc1OC.Cl,7.907,1
CHEMBL605408,COC(=O)NCCO[C@@H](c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)N[C@H](CN)CC2CCCCC2)C1,9.319,1
CHEMBL496416,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCO)c2cccc(Cl)c2)C1,6.502,1
CHEMBL2204017,CC(C)C[C@@H](NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1)c1ccccc1.O=C(O)/C=C/C(=O)O,8.678,1
CHEMBL2017101,CC(=O)NCCc1ccccc1-c1noc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1Br,9.444,1
CHEMBL3403984,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2OCc2cccc(OC)c2)C(C)C)ccc1OC,6.602,1
CHEMBL1761534,CCC(CC)(CCOc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1)C(=O)O,10.699,1
CHEMBL2387449,Cc1ccc(F)cc1N1CC(C)(C)N(C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCC(C)(C)C)CC1=O.O=C(O)/C=C/C(=O)O,8.959,1
CHEMBL1761519,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCOC)c1,8.357,1
CHEMBL1783189,COc1ccccc1COCCCOc1ccc(N2C(=O)CNCC2COC2=CC3C(=CC=CN3CCCO)C=C2)cc1,7.432,1
CHEMBL475671,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4c(F)ccc(F)c4F)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,9.102,1
CHEMBL509242,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4cccc(Cl)c4)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,8.0,1
CHEMBL452147,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4c(F)ccc(Cl)c4F)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,9.553,1
CHEMBL291217,CC(C)CC[S+]([O-])CC[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,5.284,0
CHEMBL2387564,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NCC1(CO)CCCC1.O=C(O)/C=C/C(=O)O,8.959,1
CHEMBL299870,CC(C)S(=O)(=O)CC[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,6.071,1
CHEMBL1796078,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cn(Cc3ccncc3)c3cccc(F)c23)C2CC2)cc1=O,9.276,1
CHEMBL314065,CCC(C)CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)N1C(=O)CCCC(=O)N[C@@H](Cc2ccccc2)C1=O,6.066,1
CHEMBL519687,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(F)c2F)C1,7.699,1
CHEMBL3400433,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NC(C)c2ccccc2)C(C)C)ccc1OC,5.233,0
CHEMBL561407,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(OC)c(CCCCOC)c1)C(C)C,9.0,1
CHEMBL550673,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(Br)c(OCCCOC)c1)C(C)C,7.678,1
CHEMBL550412,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(Cc1ccc(OC)c(OCCCOC)c1)C(C)C,7.886,1
CHEMBL159462,COC(=O)C(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CC(=O)NCCc1ccccc1)Cc1cccc2ccccc12,4.0,0
CHEMBL495809,CCOCCCC[C@@](O)(c1ccccc1)[C@@H]1CCCN(C(=O)N[C@H](CN)CC2CCCCC2)C1,7.42,1
CHEMBL496827,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(OC)c2)C1,7.886,1
CHEMBL1258168,CC(=O)NCc1ccccc1-c1ccc(C(CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)c(C)c1,6.86,1
CHEMBL496232,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(F)c2)C1,8.523,1
CHEMBL1258395,Cc1cc(Cl)c(OCCOc2ccc(CC(CN)c3ccc(-c4cncnc4)cc3C)cc2)c(Cl)c1,8.31,1
CHEMBL208112,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COc2ccc3c(c2)N(CCOC(=O)C(C)C)CCC3)cc1,6.26,1
CHEMBL2322204,Cc1ccc(S(=O)(=O)N[C@H]2CNC[C@@H](C(=O)NCC(c3ccccc3)c3ccccc3)C2)cc1,6.301,1
CHEMBL2024248,CNC[C@H](C[C@H]1CCCOC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1,9.252,1
CHEMBL496417,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2ccccc2)C1,7.194,1
CHEMBL1910286,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccccc2)C2CC2)cc(OCCOC)c1,6.004,1
CHEMBL1923132,COCCCc1cc(CCC(=O)N2CCOCC2)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1,9.301,1
CHEMBL221454,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)C(O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,4.301,0
CHEMBL1923125,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1cccc2cccnc12)C1CC1,9.155,1
CHEMBL1923127,COCCCc1cc(CCCN2CCOCC2)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1,10.155,1
CHEMBL1923124,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1ccnc2ccccc12)C1CC1,8.149,1
CHEMBL2322607,COCCCOc1cc(CN(CC2CNCC2Cc2ccccc2)C(C)C)ccc1OC.Cl,5.114,0
CHEMBL294999,CC(C)S(=O)(=O)CC[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,7.699,1
CHEMBL1957793,CCOC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)c(Cl)c1,7.959,1
CHEMBL1957791,CCC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)c(Cl)c1,8.097,1
CHEMBL2048701,COc1ccc(Cl)c(N2CC(C)(C)N(C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)CC2=O)c1.O=C(O)/C=C/C(=O)O,8.62,1
CHEMBL496042,CCNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(Cl)c2)C1,6.812,1
CHEMBL1910317,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cccc(OC(F)F)c2)c2cccc(F)c12)C1CC1,10.0,1
CHEMBL372252,COc1ccc(COC[C@H]2CNCC(=O)N2c2ccc(OCCCOCc3ccccc3OC)cc2)cc1,5.409,0
CHEMBL370431,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2cccc(C)c2)cc1,6.432,1
CHEMBL195926,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccc(C)c(Cl)c2)cc1,6.585,1
CHEMBL195574,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccc(F)c(C(F)(F)F)c2)cc1,6.854,1
CHEMBL4113164,COCCCCc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)ccc1OC,8.602,1
CHEMBL2017111,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(C(N)=O)c2ccc(F)c(F)c2)c1Br,9.222,1
CHEMBL1818055,COCCCC[C@@](O)(c1cccc(F)c1-c1cccc(C)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,8.854,1
CHEMBL1818047,COCCCC[C@@](O)(c1ccccc1Oc1ccccc1C)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,8.569,1
CHEMBL1910292,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)cc(OCCOC)c1,7.013,1
CHEMBL1923111,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)cc(OCCOC)c1,8.301,1
CHEMBL1796067,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c2ncccc2c1,9.097,1
CHEMBL1795914,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cc(CCC#N)cc(Cl)c2Cl)C2CC2)cc1=O,8.071,1
CHEMBL1818056,COCCCC[C@@](O)(c1ccc(F)cc1-c1cccc(C)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,8.149,1
CHEMBL1818068,CCc1cccc(-c2c(F)cccc2[C@](O)(CCCCOC)[C@H]2CN(C(=O)[C@@H]3C[C@H](O)[C@H](N)C3)CCO2)c1,8.602,1
CHEMBL1818066,COCCCC[C@@](O)(c1cccc(F)c1-c1cccc(C)c1)[C@H]1CN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)CCO1,8.42,1
CHEMBL1818065,CC(=O)NCCC[C@@](O)(c1cccc(Cl)c1-c1cccc(C)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,8.678,1
CHEMBL1957792,COC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)c(Cl)c1,8.453,1
CHEMBL1796066,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c2ccccc2n1,8.854,1
CHEMBL1796066,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c2ccccc2n1,8.523,1
CHEMBL93763,N[C@H]1CC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CCc2ccccn2)CC1,9.301,1
CHEMBL3400445,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)CCc2ccccc2)C(C)C)ccc1OC,6.585,1
CHEMBL1795901,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccccc2)C2CC2)cc(OCCOC)c1,6.824,1
CHEMBL1790063,CC[C@@H](C)[C@H](NC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)Cc1ccccc1)C(C)C)C(=O)N(C)c1ccccn1,7.77,1
CHEMBL592048,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNC(N)=O)c2cccc(Cl)c2)C1,7.509,1
